@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {music,little}

@DATA
0.135930,0.005093,3.036944,0.225499,0.219161,0.902634,0.009224,0.190531,-30.711803,2.186132,-0.169737,0.371881,-0.175136,-0.284433,0.189476,0.060703,0.111017,-0.048777,-0.042517,0.069033,0.099782,0.007428,0.006732,0.025831,0.014590,0.047912,0.013848,0.040646,0.004948,0.010064,0.009355,0.021123,0.003578,0.022892,0.103758,0.007297,0.168992,0.089337,0.044345,0.543505,0.004876,0.164196,3.204149,0.637738,0.760582,0.417509,0.355951,0.337555,0.263748,0.257873,0.252810,0.227846,0.220437,0.173280,0.159211,0.007614,0.009242,0.027183,0.011970,0.028685,0.018235,0.036545,0.009224,0.011995,0.008365,0.018128,0.004174,0.009088,little
0.080830,0.007884,3.012866,0.180713,0.216047,0.663828,0.011777,0.101458,-31.150335,2.185973,-0.224354,0.768304,0.232375,-0.063194,0.281888,0.170739,0.079556,0.149173,-0.046597,0.006726,0.058559,0.005774,0.003919,0.028870,0.009966,0.050898,0.003813,0.081542,0.001615,0.003339,0.013771,0.037320,0.002098,0.029628,0.057979,0.014058,0.136192,0.051652,0.032281,0.472540,0.004581,0.107102,3.247816,0.516248,0.626484,0.422307,0.400402,0.362863,0.226595,0.191512,0.125437,0.126233,0.142237,0.153901,0.112502,0.008636,0.005637,0.015072,0.005989,0.019939,0.004306,0.044720,0.001988,0.004220,0.011531,0.020046,0.003118,0.011285,little
0.078171,0.005763,3.013988,0.185120,0.209227,0.619935,0.014492,0.105336,-29.506909,2.388442,0.270120,0.161128,0.030226,-0.369147,-0.033291,0.104240,-0.066765,0.009335,-0.148116,0.001503,0.029352,0.015966,0.005122,0.026655,0.034203,0.051222,0.010158,0.055511,0.001090,0.014239,0.009992,0.018421,0.006017,0.034129,0.043402,0.009110,0.281879,0.047572,0.034096,0.389274,0.008350,0.095457,4.011196,0.701221,0.963149,0.564566,0.379531,0.392017,0.351102,0.301798,0.248348,0.242561,0.251450,0.216224,0.231735,0.020680,0.007308,0.023306,0.041905,0.042717,0.013396,0.064988,0.001654,0.020536,0.011057,0.022991,0.011606,0.015074,little
0.116030,0.009626,3.000077,0.201319,0.203163,0.877249,0.011525,0.162104,-29.150248,1.951677,-0.529311,0.512714,0.012842,-0.114819,0.149931,-0.011866,0.058394,-0.041132,-0.091671,0.064313,0.142706,0.011499,0.005127,0.024425,0.019836,0.048197,0.007505,0.045278,0.002251,0.005818,0.009353,0.025889,0.004143,0.026571,0.092023,0.012612,0.299899,0.082152,0.038266,0.498303,0.005542,0.147374,2.930720,0.694488,0.832554,0.467437,0.419317,0.326560,0.353206,0.281274,0.255600,0.246821,0.216569,0.232551,0.226181,0.016809,0.007126,0.021755,0.021712,0.038142,0.007812,0.036461,0.003861,0.005928,0.010441,0.019414,0.006961,0.011907,little
0.156419,0.006016,2.992843,0.239189,0.213101,0.972857,0.011280,0.221215,-29.201552,1.984256,-0.147975,0.318740,-0.015476,-0.132322,0.092397,-0.004134,0.117448,-0.037954,-0.146520,-0.043095,0.060990,0.011854,0.006700,0.029360,0.019634,0.036085,0.009650,0.043243,0.002265,0.009105,0.013401,0.017107,0.003439,0.023795,0.132073,0.009432,0.281971,0.112352,0.039377,0.603379,0.007408,0.198331,3.732123,0.895926,0.802746,0.497809,0.464183,0.345504,0.340203,0.262460,0.251993,0.249213,0.266001,0.236108,0.252419,0.016866,0.010819,0.029721,0.022676,0.036299,0.014188,0.043173,0.002828,0.011355,0.014837,0.017660,0.003893,0.013140,little
0.106503,0.007994,2.980613,0.203490,0.212857,0.823233,0.012417,0.159608,-29.049834,2.121071,-0.028406,0.254970,-0.020406,-0.229485,0.035221,0.089807,0.005867,-0.020396,-0.115193,0.029556,0.096221,0.012658,0.007356,0.030479,0.022550,0.041066,0.010102,0.049823,0.001738,0.011547,0.010091,0.021815,0.003778,0.028781,0.074206,0.011347,0.288814,0.065775,0.036057,0.537519,0.006736,0.147860,3.918772,0.707843,0.843616,0.561164,0.443910,0.361678,0.339552,0.261454,0.248899,0.240496,0.241077,0.210072,0.203521,0.015136,0.010903,0.029106,0.027875,0.035475,0.014449,0.057094,0.002937,0.017305,0.010892,0.025669,0.006043,0.015970,little
0.108260,0.005113,2.917449,0.199082,0.214140,0.775593,0.008812,0.136062,-31.615991,2.095718,-0.423673,0.565833,-0.085643,-0.120525,0.119911,-0.123798,0.094604,0.095360,-0.100549,-0.088632,0.083534,0.008812,0.007766,0.037321,0.012641,0.015701,0.005602,0.095865,0.002796,0.011493,0.010658,0.032914,0.002799,0.033358,0.115004,0.010561,0.351779,0.081645,0.049219,0.481435,0.004248,0.131491,5.709174,0.512332,0.719652,0.490005,0.441730,0.272392,0.402766,0.199781,0.258644,0.234171,0.215196,0.161504,0.141153,0.008434,0.018301,0.027804,0.013306,0.012528,0.006908,0.092922,0.003542,0.014122,0.014918,0.029844,0.004251,0.021875,little
0.135088,0.003911,2.914557,0.220450,0.206617,1.002679,0.011657,0.199459,-29.288382,1.940840,-0.229466,0.081317,-0.097537,-0.153549,-0.056348,-0.023669,-0.008232,-0.121971,-0.132328,-0.000801,0.006745,0.018458,0.008092,0.029397,0.021048,0.016997,0.012530,0.045258,0.003043,0.011618,0.012569,0.019616,0.004850,0.024405,0.093149,0.006058,0.355839,0.083106,0.041625,0.568251,0.006902,0.163520,3.884819,0.815083,0.949319,0.525305,0.459776,0.335381,0.319265,0.257628,0.271910,0.253414,0.232720,0.245062,0.256846,0.024761,0.011483,0.029799,0.024230,0.019579,0.017488,0.052103,0.004580,0.014640,0.013815,0.022254,0.006817,0.016436,little
0.145657,0.003938,2.922969,0.230891,0.208324,1.003133,0.011554,0.207625,-29.789044,1.792214,-0.366379,0.189215,-0.057983,-0.204343,0.067165,-0.072867,-0.018183,-0.069087,-0.099308,0.032105,-0.021940,0.013450,0.006315,0.027052,0.016093,0.015578,0.010124,0.059740,0.003532,0.010269,0.011231,0.020170,0.003784,0.025721,0.102347,0.006341,0.321414,0.090971,0.036789,0.575485,0.006867,0.171958,3.244687,0.733371,0.876289,0.507457,0.482940,0.370039,0.322051,0.270571,0.245105,0.250185,0.251566,0.243740,0.198428,0.018736,0.010149,0.025743,0.018555,0.016601,0.011326,0.048631,0.005417,0.013330,0.012704,0.020503,0.005476,0.014630,little
0.095578,0.005629,3.020344,0.213495,0.232945,0.697948,0.009614,0.117417,-32.819842,1.893465,-0.219901,0.467118,0.008752,0.014115,0.238069,-0.053331,-0.061318,0.014428,0.014673,0.082704,0.072042,0.008075,0.002890,0.030867,0.017474,0.012893,0.008039,0.140234,0.001512,0.005435,0.004885,0.038155,0.002782,0.044040,0.073771,0.009887,0.109285,0.065508,0.041087,0.379837,0.003617,0.114460,3.810996,0.424450,0.467008,0.353099,0.385448,0.176720,0.244088,0.125361,0.157555,0.161221,0.129837,0.102561,0.127526,0.009474,0.003666,0.026148,0.009906,0.010676,0.015106,0.060229,0.001407,0.005598,0.005008,0.021443,0.003686,0.014343,little
0.100671,0.009056,2.933726,0.196269,0.207320,0.778464,0.013313,0.139371,-28.419123,2.228552,0.020989,0.100440,0.108684,-0.179306,-0.110953,0.042469,0.016370,-0.040320,-0.194302,0.026547,0.013699,0.019997,0.008498,0.035242,0.027513,0.029897,0.010151,0.045987,0.002411,0.011513,0.011209,0.020470,0.004898,0.029229,0.063088,0.011168,0.397212,0.059093,0.035353,0.496223,0.008469,0.112057,3.035946,0.959740,0.954301,0.548001,0.418790,0.351450,0.288900,0.253778,0.254429,0.239751,0.213751,0.229339,0.206412,0.024212,0.012751,0.031402,0.034499,0.032704,0.014139,0.042226,0.003644,0.013929,0.012680,0.021917,0.007219,0.014568,little
0.114221,0.011128,3.096653,0.215087,0.222241,0.754236,0.007938,0.188578,-30.743383,2.438255,-0.017999,0.454880,0.121248,-0.149388,0.219170,0.152520,0.079304,0.124311,-0.072914,-0.019780,-0.004263,0.010884,0.004226,0.026161,0.007641,0.069306,0.010481,0.057152,0.001104,0.007644,0.009032,0.029631,0.003112,0.029263,0.115759,0.018434,0.116453,0.103966,0.029285,0.584470,0.003685,0.200966,3.411421,0.635297,0.817478,0.527642,0.280163,0.383578,0.227934,0.220776,0.308929,0.179978,0.263437,0.208591,0.214782,0.011170,0.006218,0.019630,0.008529,0.048381,0.025260,0.041669,0.001903,0.010761,0.009205,0.024325,0.003121,0.010337,little
0.136632,0.005530,3.025073,0.222129,0.204799,0.922821,0.013017,0.196179,-28.885867,1.992149,-0.155246,0.305653,-0.012840,-0.073258,0.105925,0.027278,0.150125,-0.024560,-0.123909,0.023224,0.056443,0.016187,0.006714,0.020407,0.013440,0.037203,0.011860,0.032714,0.002515,0.009974,0.019374,0.022050,0.003726,0.025014,0.120225,0.007389,0.322420,0.103512,0.034632,0.656784,0.009440,0.187101,3.134985,1.102066,0.753484,0.540861,0.416421,0.358902,0.333530,0.291730,0.257683,0.240687,0.254524,0.211288,0.253899,0.026034,0.010951,0.022194,0.018770,0.038624,0.017821,0.032807,0.004167,0.014689,0.022857,0.029224,0.005443,0.013541,little
0.154775,0.004398,2.954175,0.237692,0.208840,1.033798,0.011560,0.223097,-29.678679,1.905255,-0.276769,0.279304,-0.139425,-0.174201,0.150894,0.025750,0.037561,-0.058898,-0.098776,0.047670,0.062537,0.012463,0.006999,0.029305,0.020500,0.043468,0.011420,0.030076,0.003481,0.009323,0.008593,0.012835,0.003359,0.023388,0.133252,0.006704,0.342541,0.112363,0.043127,0.644033,0.006465,0.206556,3.446042,0.771471,0.896695,0.527866,0.463180,0.346334,0.359665,0.287498,0.288001,0.258493,0.236653,0.241795,0.232813,0.015715,0.011966,0.030862,0.026853,0.043686,0.016367,0.032473,0.006213,0.012439,0.009958,0.015368,0.004285,0.014706,little
0.105919,0.008140,2.955288,0.253582,0.235422,0.818049,0.011684,0.182802,-30.852291,1.628654,-0.068301,0.122443,-0.074004,-0.178292,0.105832,-0.116380,-0.038137,0.004796,-0.213979,0.065459,0.058521,0.017330,0.003813,0.017871,0.010779,0.017568,0.013971,0.036721,0.001765,0.006122,0.006983,0.057231,0.003367,0.028943,0.118845,0.009878,0.382063,0.087924,0.049175,0.684220,0.011555,0.212004,4.736913,0.913038,0.917440,0.432221,0.397267,0.370339,0.252586,0.239267,0.321488,0.303099,0.231519,0.226911,0.201043,0.029533,0.006319,0.019479,0.012334,0.024697,0.020260,0.050603,0.002630,0.006113,0.007078,0.048447,0.005047,0.015667,little
0.070943,0.006282,2.895870,0.197857,0.235234,0.548793,0.017024,0.086917,-33.112075,1.887077,-0.001375,0.204756,0.072750,0.069488,0.037897,-0.073577,-0.009603,-0.128263,-0.113254,-0.092175,-0.008248,0.010877,0.001864,0.050969,0.011656,0.019729,0.004455,0.159512,0.005216,0.001484,0.004501,0.036260,0.003911,0.055619,0.057792,0.009684,0.304656,0.039547,0.023701,0.441734,0.011075,0.094358,4.061700,0.622381,0.541570,0.337462,0.347926,0.306292,0.187196,0.247169,0.213950,0.224870,0.175132,0.186958,0.272511,0.012184,0.002413,0.050915,0.013052,0.024524,0.006514,0.133427,0.009815,0.001825,0.003815,0.033266,0.007598,0.030160,little
0.137622,0.001437,2.938058,0.252293,0.232909,0.936003,0.011186,0.216975,-33.139438,1.648619,0.019863,0.132178,-0.130715,0.094530,-0.031450,-0.078915,0.031942,-0.043561,-0.172359,-0.076588,0.053263,0.009615,0.002802,0.031705,0.017052,0.013631,0.007576,0.096301,0.001402,0.009371,0.008909,0.031748,0.002282,0.036873,0.127353,0.003317,0.298052,0.104290,0.035911,0.695196,0.008327,0.215638,3.462393,0.981666,0.693245,0.445148,0.341554,0.303067,0.240720,0.201581,0.228390,0.238329,0.233195,0.240211,0.195053,0.015069,0.003735,0.022909,0.024410,0.018386,0.010803,0.066996,0.001357,0.016145,0.009863,0.030011,0.002354,0.017435,little
0.146923,0.013113,3.034028,0.229506,0.207516,1.066216,0.008566,0.219583,-29.604451,1.624360,-0.370821,0.494128,0.155183,0.149364,0.052209,0.038759,0.051786,0.225975,0.040896,-0.051118,0.071837,0.011704,0.003322,0.033650,0.008143,0.042689,0.003091,0.043278,0.006646,0.010769,0.012243,0.019694,0.005993,0.024663,0.095434,0.020764,0.237039,0.079560,0.031280,0.560842,0.006208,0.153405,3.977868,0.845846,0.479280,0.420137,0.302922,0.284992,0.261200,0.211570,0.208537,0.197205,0.240098,0.203548,0.220826,0.014632,0.003924,0.026609,0.010760,0.037281,0.002249,0.033564,0.010163,0.014860,0.012463,0.023835,0.006911,0.010358,little
0.150965,0.006503,2.947815,0.230659,0.205026,1.048087,0.011372,0.225971,-28.547707,1.904414,-0.155193,0.218381,-0.145133,-0.096858,0.111082,-0.034004,-0.003499,-0.012594,-0.034438,-0.135673,0.059993,0.011814,0.008121,0.025514,0.018854,0.026210,0.010866,0.038815,0.003730,0.010101,0.011409,0.020346,0.006394,0.023218,0.116948,0.008561,0.319117,0.104300,0.038322,0.667087,0.006847,0.197711,3.037057,0.925545,0.910879,0.517026,0.463829,0.370875,0.362767,0.256345,0.262492,0.241296,0.259298,0.248736,0.213134,0.014656,0.012346,0.027167,0.024487,0.026137,0.015050,0.041203,0.006972,0.013263,0.012360,0.024116,0.009573,0.013484,little
0.128213,0.006143,2.945065,0.219680,0.206640,0.998872,0.010712,0.208692,-28.906716,1.906443,0.044853,0.170251,-0.046406,-0.062329,0.036641,-0.011618,0.036341,0.031943,-0.000558,-0.028056,0.045697,0.010740,0.005536,0.021161,0.014300,0.033399,0.013679,0.043480,0.004141,0.009581,0.015696,0.025270,0.006768,0.024847,0.086925,0.008268,0.378582,0.081678,0.034350,0.576657,0.006523,0.167611,2.986793,0.808876,0.917801,0.513027,0.435066,0.320217,0.337946,0.240987,0.244470,0.220536,0.245950,0.179899,0.193575,0.012746,0.008217,0.024865,0.019888,0.028982,0.020281,0.041404,0.008017,0.010419,0.014197,0.024602,0.010360,0.012503,little
0.122751,0.009461,2.959841,0.207727,0.199937,0.940737,0.014341,0.192750,-29.034149,1.917945,-0.292179,0.304099,0.030422,0.006452,0.115416,0.036317,0.048686,-0.022909,0.009704,-0.060132,0.093954,0.010233,0.005754,0.019030,0.017384,0.035200,0.014034,0.055902,0.003651,0.007283,0.009857,0.025139,0.006090,0.026250,0.096917,0.012401,0.366403,0.082121,0.033298,0.512002,0.013426,0.156283,3.337704,0.858198,0.776436,0.589061,0.440554,0.368156,0.340238,0.206652,0.242460,0.247085,0.216068,0.196683,0.185395,0.011005,0.008424,0.018176,0.024346,0.036160,0.021577,0.042029,0.004725,0.010857,0.011091,0.025692,0.009754,0.012309,little
0.152259,0.004201,2.911742,0.241846,0.213184,1.063915,0.014577,0.237351,-30.020566,1.709808,-0.074553,0.042456,0.012361,-0.027392,0.054217,-0.052402,-0.001236,-0.060759,-0.019227,-0.097134,0.043703,0.010310,0.006577,0.023234,0.016182,0.026689,0.012054,0.029688,0.003796,0.008069,0.011052,0.028194,0.006381,0.022728,0.126111,0.006652,0.404359,0.103313,0.039360,0.689585,0.018082,0.204757,3.710992,0.955776,0.864748,0.481472,0.437240,0.348893,0.331023,0.253306,0.251647,0.233480,0.245414,0.208205,0.201368,0.012994,0.009869,0.026960,0.022652,0.028804,0.016277,0.032632,0.006167,0.011470,0.013033,0.025348,0.009533,0.013935,little
0.130191,0.008316,2.963496,0.212934,0.207386,0.935596,0.012327,0.189528,-29.048009,1.954778,-0.391751,0.247560,-0.080514,0.047769,0.022179,-0.057390,0.010636,-0.033624,-0.085063,-0.160496,0.046099,0.012790,0.007139,0.035475,0.015054,0.018355,0.012068,0.054511,0.003304,0.008565,0.008935,0.026797,0.005361,0.026882,0.096148,0.011129,0.304352,0.083185,0.039535,0.589118,0.008214,0.163123,3.358548,0.913830,0.825886,0.455652,0.364909,0.339104,0.336204,0.250522,0.229906,0.219468,0.208029,0.278291,0.222657,0.017590,0.010064,0.036163,0.017117,0.021080,0.017835,0.050541,0.004189,0.011182,0.011936,0.021973,0.005940,0.014997,little
0.133578,0.005553,2.918538,0.216492,0.201765,0.952044,0.011514,0.196125,-28.944713,1.923061,-0.133486,0.124231,-0.067047,-0.044755,0.087099,0.047082,-0.056928,0.076201,-0.034636,-0.036163,0.029399,0.010968,0.008527,0.032318,0.017732,0.022119,0.007609,0.042856,0.004650,0.010730,0.014393,0.016670,0.005436,0.023544,0.106169,0.008108,0.398003,0.091015,0.035412,0.628236,0.007440,0.178666,3.758184,0.859539,0.952213,0.528116,0.452925,0.336860,0.316818,0.300130,0.244669,0.233118,0.194127,0.185862,0.182486,0.016198,0.014087,0.032791,0.022934,0.020662,0.010288,0.050666,0.007915,0.010932,0.017452,0.017004,0.007422,0.015204,little
0.150830,0.006608,2.936369,0.236446,0.207128,1.090544,0.010871,0.233757,-28.646477,1.757996,0.075176,0.097075,-0.057418,-0.026125,0.003801,-0.006101,-0.060832,0.060039,-0.055571,-0.050731,0.098114,0.009142,0.005770,0.024326,0.018474,0.027384,0.010473,0.047187,0.005113,0.009928,0.013211,0.018497,0.005718,0.023541,0.123443,0.008571,0.351021,0.104520,0.033686,0.690794,0.006611,0.204943,3.530904,1.037046,0.897734,0.574217,0.368775,0.361339,0.335009,0.272915,0.237937,0.238529,0.210261,0.204369,0.174813,0.012218,0.008194,0.026934,0.023008,0.029328,0.014299,0.045912,0.011268,0.012117,0.014598,0.019242,0.009810,0.014762,little
0.137735,0.012316,2.971662,0.223724,0.208792,1.151254,0.009806,0.224375,-28.348741,1.756113,-0.168846,0.140906,-0.006907,-0.027928,-0.047031,-0.032900,-0.088843,0.031309,-0.106771,-0.117412,0.022696,0.014820,0.005575,0.031228,0.017939,0.022185,0.008309,0.036178,0.003703,0.013367,0.012437,0.023649,0.005292,0.021901,0.082638,0.020784,0.324666,0.076544,0.038654,0.603418,0.006146,0.162168,3.953830,0.962058,0.830867,0.501614,0.371682,0.342388,0.280763,0.250708,0.273147,0.221341,0.256374,0.264435,0.230914,0.021395,0.008125,0.030141,0.019859,0.024541,0.011107,0.036746,0.005951,0.015216,0.015353,0.017609,0.005698,0.010388,little
0.129365,0.010168,3.067138,0.213560,0.205125,1.194661,0.011504,0.206812,-29.663404,1.603994,-0.201135,0.174735,-0.053080,0.098893,0.026862,-0.048362,-0.001318,0.024109,-0.053061,-0.156484,-0.010164,0.016094,0.005358,0.024673,0.008837,0.019365,0.008276,0.036658,0.002650,0.012451,0.015044,0.033715,0.005011,0.022560,0.063844,0.015341,0.255809,0.051256,0.021435,0.564032,0.009077,0.119307,3.373053,0.753705,0.609787,0.392027,0.276461,0.361526,0.281178,0.219904,0.178588,0.198859,0.184767,0.204139,0.228195,0.022114,0.006338,0.021913,0.007876,0.021519,0.012927,0.037274,0.002815,0.013317,0.013795,0.030298,0.006498,0.012646,little
0.130070,0.004213,2.990076,0.228540,0.222684,0.949089,0.010221,0.203575,-31.242653,1.940773,-0.077472,0.344417,-0.082265,-0.066142,0.127657,-0.086617,0.001668,-0.029562,-0.079686,-0.245508,-0.107472,0.017367,0.006578,0.045687,0.016042,0.031113,0.006412,0.055273,0.008316,0.003658,0.008169,0.027025,0.006666,0.030634,0.089627,0.005958,0.252528,0.080627,0.030208,0.569770,0.006757,0.173773,3.357912,0.636517,0.560380,0.474581,0.295525,0.308786,0.296032,0.248749,0.229626,0.239185,0.284014,0.289211,0.260314,0.025164,0.011120,0.041614,0.022921,0.020004,0.009907,0.057307,0.012736,0.003268,0.009441,0.021024,0.011918,0.014821,little
0.155411,0.005534,2.976068,0.236677,0.204447,1.197936,0.008842,0.240411,-29.839289,1.448985,-0.264209,0.389180,-0.190644,0.208759,0.112187,0.022659,-0.038722,0.071021,-0.086866,-0.008599,0.077335,0.009721,0.006143,0.023269,0.018676,0.031827,0.013212,0.043573,0.003059,0.007290,0.009270,0.017288,0.005648,0.022266,0.116422,0.007287,0.331025,0.100121,0.031670,0.613168,0.005826,0.186712,3.180583,0.988139,0.722806,0.417532,0.357653,0.270380,0.266971,0.267463,0.262073,0.202718,0.215143,0.181765,0.192994,0.010237,0.009918,0.024651,0.026338,0.029148,0.019147,0.040656,0.003470,0.007713,0.010019,0.015146,0.006146,0.012867,little
0.153423,0.005405,2.950152,0.244347,0.213255,1.031993,0.011152,0.231496,-29.260195,1.857832,0.001032,0.027704,0.077366,-0.014857,0.144877,0.040871,0.012934,0.077370,0.030003,-0.128723,0.117611,0.014218,0.006271,0.018839,0.014986,0.045367,0.014966,0.024542,0.003168,0.007322,0.010698,0.016955,0.008068,0.023469,0.128230,0.008279,0.335841,0.107822,0.032942,0.676924,0.007401,0.203643,3.104349,0.938582,0.815881,0.485018,0.444200,0.399407,0.340842,0.247924,0.271097,0.210662,0.234595,0.227257,0.214104,0.019438,0.009993,0.021217,0.021470,0.036582,0.023340,0.025783,0.005123,0.009231,0.013759,0.019788,0.013185,0.013086,little
0.111746,0.004185,2.990710,0.206632,0.206535,0.877675,0.013506,0.175935,-29.911602,1.879082,-0.158032,0.255981,0.023497,0.098258,0.173432,-0.006063,-0.047026,0.137540,0.004415,-0.086105,0.088668,0.011412,0.005156,0.023386,0.014319,0.053432,0.009521,0.027100,0.005181,0.008196,0.014978,0.019761,0.004739,0.026678,0.091195,0.006153,0.351180,0.077308,0.035333,0.650394,0.012410,0.171351,3.728779,0.903396,0.797946,0.548786,0.391436,0.335396,0.330365,0.278052,0.257996,0.222183,0.240576,0.237278,0.216436,0.016217,0.008232,0.026005,0.021203,0.047338,0.014294,0.025111,0.007842,0.010203,0.017351,0.025751,0.007423,0.014398,little
0.126429,0.006510,3.001006,0.206374,0.208513,1.007655,0.010565,0.189000,-29.999368,2.055873,-0.667411,0.304186,-0.106563,-0.001545,0.333869,-0.055667,0.030134,0.071382,-0.123490,-0.127041,0.128346,0.008487,0.006622,0.023422,0.014093,0.017718,0.007887,0.067877,0.005056,0.008934,0.014867,0.019627,0.004764,0.024881,0.092834,0.011894,0.286778,0.084422,0.042852,0.586912,0.005631,0.178512,4.329417,0.890505,0.743441,0.450124,0.484634,0.276426,0.260083,0.204411,0.232663,0.206400,0.218770,0.229086,0.170443,0.011535,0.010600,0.018256,0.015597,0.020728,0.011621,0.069875,0.006063,0.008491,0.013666,0.019250,0.005761,0.016788,little
0.178248,0.008338,2.954947,0.258196,0.211980,1.186916,0.011550,0.261166,-28.380416,1.600338,-0.179692,0.071381,-0.173570,-0.002380,0.162915,-0.101633,0.030363,0.003211,-0.147441,-0.174345,0.083599,0.013282,0.006573,0.024114,0.016215,0.016396,0.008962,0.038904,0.005050,0.007264,0.012377,0.021461,0.008464,0.021074,0.140647,0.011772,0.320609,0.118294,0.037703,0.688787,0.009627,0.218495,3.344814,1.029906,0.741714,0.511526,0.377607,0.328374,0.340618,0.252623,0.255413,0.233284,0.231650,0.240147,0.213722,0.018619,0.008833,0.025082,0.020054,0.017046,0.009713,0.042532,0.006757,0.007800,0.016806,0.023913,0.012723,0.013520,little
0.157102,0.013097,2.882444,0.258678,0.232597,1.156597,0.012488,0.266077,-29.642307,1.708295,0.377547,0.177061,-0.196252,0.120543,0.035077,0.000795,0.071807,-0.084961,-0.031380,-0.026211,-0.044809,0.016313,0.002839,0.050426,0.013077,0.016392,0.004739,0.047646,0.001484,0.004205,0.020560,0.036292,0.003559,0.027702,0.110975,0.017753,0.493996,0.114248,0.038075,0.670643,0.011400,0.205555,3.960142,0.983204,0.627059,0.549529,0.394568,0.289116,0.254020,0.335627,0.205267,0.286046,0.292257,0.200345,0.224421,0.018368,0.002487,0.053910,0.017945,0.018876,0.005059,0.041733,0.001466,0.004079,0.023215,0.027759,0.004669,0.015914,little
0.194013,0.015965,2.734124,0.273093,0.221223,1.284727,0.015314,0.320688,-27.143391,1.561576,0.305432,0.121291,-0.214016,0.104317,-0.005349,-0.122469,0.006005,-0.120717,-0.123601,-0.057019,-0.183216,0.022863,0.003981,0.030424,0.012703,0.010814,0.007050,0.028655,0.003091,0.005764,0.020111,0.031061,0.005644,0.022043,0.136301,0.021568,0.499806,0.124791,0.044378,0.736858,0.013498,0.233543,3.080187,1.094939,0.766792,0.451716,0.420685,0.320063,0.308392,0.261650,0.230583,0.250971,0.266685,0.238603,0.272562,0.029528,0.005330,0.033860,0.019409,0.011498,0.010369,0.034208,0.004276,0.007336,0.025874,0.031857,0.007028,0.014127,little
0.172306,0.020679,2.933970,0.264723,0.225306,1.127034,0.015456,0.293580,-27.428130,1.740937,0.367695,-0.020749,-0.295455,0.135268,-0.005735,-0.105262,0.008824,-0.092008,-0.077641,-0.065472,-0.224494,0.026582,0.004360,0.027631,0.013098,0.012994,0.006986,0.025376,0.001679,0.004963,0.020887,0.046397,0.007089,0.026613,0.139947,0.020877,0.468208,0.124892,0.037413,0.709309,0.014562,0.234494,2.882005,1.025560,0.734327,0.510249,0.389516,0.361159,0.261071,0.264866,0.264735,0.242852,0.262715,0.250012,0.282509,0.034782,0.006636,0.028130,0.021780,0.018048,0.012181,0.031458,0.002551,0.006106,0.020587,0.042171,0.010802,0.015609,little
