@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {music,little}

@DATA
0.128419,0.012854,2.955354,0.215843,0.202987,1.003942,0.015751,0.219842,-27.480317,1.888407,-0.778138,-0.498071,0.440865,-0.190230,-0.137542,-0.172787,-0.248352,-0.029306,-0.161864,-0.357115,-0.061967,0.031056,0.007385,0.020855,0.014549,0.010636,0.011353,0.016375,0.010223,0.010359,0.011130,0.024713,0.012042,0.020892,0.085169,0.018501,0.415423,0.089241,0.047393,0.624248,0.011117,0.195937,2.753286,0.968204,0.602906,0.700979,0.386394,0.339366,0.382518,0.287503,0.226215,0.258530,0.326027,0.290251,0.328853,0.039783,0.010921,0.022419,0.018905,0.018127,0.013163,0.020324,0.018577,0.010657,0.013212,0.021856,0.017837,0.012798,little
0.105864,0.033640,2.982115,0.219489,0.224349,0.692339,0.016965,0.137089,-30.462682,2.349284,0.473532,0.449594,-0.020274,0.165288,-0.144627,-0.068951,-0.100996,0.040964,-0.151660,-0.020043,0.066719,0.014524,0.002976,0.039384,0.025501,0.030874,0.012103,0.024636,0.001679,0.006184,0.011880,0.052917,0.001736,0.031936,0.073742,0.037473,0.422079,0.093275,0.043667,0.518494,0.013982,0.139582,4.732896,1.041891,0.696346,0.377837,0.386226,0.315819,0.281713,0.248543,0.234973,0.213650,0.208293,0.180753,0.209937,0.018575,0.005238,0.041243,0.034047,0.030273,0.018203,0.030262,0.003002,0.009764,0.012600,0.033862,0.002050,0.011591,little
0.107083,0.027395,2.939367,0.212285,0.215469,0.774484,0.021935,0.175045,-28.925167,2.349154,0.291814,0.437523,-0.080122,0.199398,-0.177450,-0.088228,-0.148266,0.035513,-0.127903,-0.140353,-0.102511,0.022566,0.002713,0.042329,0.023647,0.018856,0.010886,0.024997,0.002367,0.005980,0.019087,0.042621,0.004468,0.028161,0.090476,0.032827,0.406305,0.116583,0.050190,0.671272,0.023013,0.194351,5.901605,1.334285,1.019270,0.405422,0.384787,0.360790,0.383005,0.294635,0.320851,0.233017,0.251318,0.258286,0.261853,0.025196,0.003204,0.046112,0.036596,0.024396,0.014947,0.033142,0.004764,0.009357,0.021041,0.038457,0.009161,0.015177,little
0.138118,0.032565,2.873384,0.235503,0.219764,0.920693,0.022142,0.218940,-27.330694,2.359591,0.184464,0.236208,-0.191304,-0.020673,-0.122486,-0.032463,-0.041485,-0.024653,-0.151740,-0.114166,-0.146089,0.031032,0.006606,0.023115,0.016506,0.018255,0.010309,0.024463,0.004115,0.006598,0.020245,0.035041,0.010138,0.026609,0.132960,0.031866,0.517483,0.135221,0.050051,0.833307,0.018839,0.242771,4.476405,1.210882,1.018565,0.441226,0.479904,0.382415,0.387631,0.275021,0.291706,0.245428,0.278066,0.258948,0.307263,0.032271,0.010612,0.029607,0.029929,0.022048,0.019698,0.033493,0.011479,0.011075,0.025432,0.037277,0.017054,0.015305,little
0.106929,0.041834,3.013979,0.187305,0.194676,0.673492,0.025473,0.162989,-26.200918,2.811333,0.109793,0.167250,-0.149314,0.099648,-0.241266,-0.088189,-0.092560,-0.105990,-0.084735,-0.023662,-0.058428,0.029817,0.004930,0.025891,0.019483,0.023062,0.018885,0.026773,0.004359,0.010029,0.019078,0.029794,0.004309,0.029459,0.101943,0.035164,0.437877,0.117371,0.051478,0.768309,0.019924,0.200391,3.246255,1.231661,1.079367,0.487185,0.488580,0.391331,0.346129,0.294169,0.310023,0.259210,0.260783,0.276117,0.284431,0.039106,0.008059,0.034131,0.030551,0.032578,0.031764,0.030565,0.009286,0.013351,0.021241,0.029585,0.005684,0.016601,little
0.071245,0.061293,2.860478,0.182260,0.212227,0.532777,0.024451,0.098490,-28.325874,2.804698,0.128399,0.437828,0.166583,0.054182,-0.171756,-0.040630,-0.077683,-0.044988,-0.215622,0.020191,0.104443,0.015112,0.005263,0.045135,0.030309,0.041177,0.024788,0.026193,0.001406,0.003397,0.007150,0.039379,0.002691,0.038361,0.057587,0.044229,0.607758,0.069214,0.051655,0.485841,0.024815,0.123340,3.328404,0.880471,0.821372,0.450229,0.392694,0.220945,0.265717,0.239011,0.267087,0.224140,0.214430,0.220648,0.210714,0.019494,0.009730,0.049151,0.039133,0.042149,0.039999,0.031109,0.002737,0.004236,0.006328,0.035805,0.004824,0.014697,little
0.113691,0.036719,2.996573,0.215208,0.214837,0.753820,0.017930,0.166514,-28.474430,2.340186,0.339956,0.444129,-0.210311,0.209258,-0.030495,-0.092399,-0.092379,-0.052711,-0.148335,0.006925,0.082584,0.014737,0.003074,0.035141,0.029318,0.041480,0.015525,0.023461,0.002971,0.002954,0.008818,0.040399,0.003586,0.030654,0.093283,0.035775,0.332056,0.101215,0.041979,0.656849,0.012559,0.182769,3.237925,1.256887,0.936491,0.455793,0.464870,0.319581,0.377815,0.258893,0.261986,0.215986,0.205188,0.197431,0.192237,0.021849,0.004263,0.041121,0.033360,0.043338,0.021677,0.026604,0.007469,0.003048,0.008455,0.033543,0.004906,0.013647,little
0.111789,0.042746,3.024625,0.194203,0.195098,0.725438,0.022474,0.179530,-26.756931,2.743039,0.177381,0.376257,0.012484,0.197829,-0.082290,-0.074886,-0.119658,-0.055522,-0.183948,0.035239,0.062058,0.019225,0.005305,0.045539,0.027679,0.048322,0.015378,0.022245,0.002308,0.006037,0.010514,0.024745,0.003049,0.031545,0.120390,0.033377,0.340931,0.127544,0.050570,0.734761,0.017184,0.219088,3.756829,1.161217,0.875112,0.424235,0.446263,0.460689,0.293552,0.289070,0.275605,0.242245,0.192073,0.211437,0.189022,0.024928,0.010215,0.050715,0.038587,0.052351,0.020718,0.024725,0.004483,0.009897,0.013371,0.027283,0.004565,0.016666,little
0.107775,0.032040,2.999518,0.195317,0.203368,0.709897,0.023164,0.164171,-28.486462,2.898172,0.082814,0.408967,-0.122450,0.120284,-0.063216,-0.095669,-0.069447,0.035571,-0.109026,0.000039,0.056357,0.019103,0.007032,0.036285,0.019017,0.042994,0.032409,0.030392,0.001514,0.005675,0.012571,0.017637,0.002699,0.029354,0.086481,0.029419,0.377332,0.098732,0.047323,0.610130,0.020140,0.171863,2.773171,1.047594,0.773612,0.465902,0.421927,0.338567,0.268738,0.266660,0.285954,0.244096,0.223537,0.231598,0.186476,0.026752,0.009213,0.037646,0.028505,0.046474,0.033098,0.022718,0.002007,0.006749,0.013822,0.010531,0.003241,0.012772,little
0.119855,0.038583,2.979975,0.205105,0.211612,0.822440,0.020767,0.173518,-28.908049,2.742272,0.260016,0.368472,0.083902,0.134110,-0.158277,-0.057788,-0.101052,-0.045158,-0.120293,0.005196,0.028298,0.014441,0.004651,0.028543,0.027099,0.036323,0.024673,0.030849,0.002461,0.007793,0.017060,0.027790,0.003360,0.028556,0.092782,0.035382,0.437377,0.099880,0.045853,0.676157,0.017259,0.168035,3.305834,1.145676,0.838229,0.464432,0.378754,0.297114,0.303202,0.222594,0.288926,0.227135,0.213106,0.193824,0.175998,0.018020,0.007600,0.030544,0.031365,0.038215,0.034638,0.027094,0.005006,0.011881,0.017143,0.020996,0.004221,0.013929,little
0.124804,0.039943,2.923702,0.208024,0.206568,0.796627,0.022368,0.194284,-27.818379,2.809721,0.195944,0.315922,-0.052709,0.019143,-0.058009,-0.071348,-0.077700,0.050096,-0.148484,-0.001346,0.032866,0.018815,0.004858,0.029228,0.017847,0.030981,0.017533,0.032621,0.002413,0.011188,0.022781,0.025630,0.004163,0.026737,0.122020,0.039428,0.523537,0.126967,0.049197,0.793960,0.016145,0.221759,3.976734,1.185838,0.857502,0.398845,0.482821,0.361748,0.296016,0.249034,0.265260,0.234502,0.248094,0.224171,0.241610,0.030607,0.006738,0.037635,0.024084,0.038708,0.025044,0.033159,0.004541,0.017960,0.024823,0.029435,0.007238,0.013408,little
0.129302,0.013596,2.860779,0.231079,0.227754,1.048363,0.011745,0.197969,-31.921170,2.115694,0.278927,0.520841,-0.042198,0.388577,0.021459,-0.054925,-0.027611,0.069481,-0.106700,-0.022496,0.032366,0.016978,0.003568,0.040215,0.015375,0.039450,0.009407,0.027102,0.002611,0.005834,0.020792,0.031809,0.002296,0.023714,0.073302,0.018579,0.507449,0.091541,0.051579,0.685513,0.009641,0.136788,5.883894,0.935869,0.746674,0.385173,0.384105,0.365344,0.320827,0.198280,0.258341,0.244992,0.202842,0.147472,0.171592,0.016558,0.003686,0.027963,0.020730,0.037225,0.013277,0.018163,0.003680,0.007565,0.016025,0.028804,0.002031,0.011087,little
0.132628,0.023870,2.920589,0.230503,0.214161,0.962279,0.018913,0.228264,-28.618452,2.352892,0.351254,0.239153,-0.029409,0.178382,-0.160092,-0.146690,-0.019439,0.066755,-0.107034,0.054984,0.008443,0.012231,0.003219,0.023817,0.014382,0.025123,0.018248,0.038447,0.002873,0.011670,0.025221,0.022960,0.003313,0.024680,0.106293,0.025306,0.512492,0.118786,0.048057,0.748844,0.012554,0.215329,3.913669,1.253684,0.897423,0.467045,0.356580,0.356881,0.295347,0.236088,0.292087,0.193563,0.240678,0.179575,0.188867,0.017190,0.003756,0.030646,0.021068,0.030033,0.027573,0.038293,0.005515,0.015467,0.026908,0.025216,0.004988,0.013317,little
0.113741,0.025667,2.964297,0.203751,0.207843,0.823369,0.021156,0.180240,-27.947534,2.613047,0.143666,0.279038,-0.131768,0.083928,-0.170335,-0.027636,-0.139296,-0.021229,-0.122276,0.058576,0.088118,0.011191,0.006391,0.026697,0.016294,0.030680,0.022042,0.037377,0.002893,0.012852,0.021484,0.018670,0.002443,0.025618,0.092503,0.024321,0.421403,0.101921,0.044796,0.649570,0.016095,0.174852,3.116025,1.101478,0.839420,0.450346,0.421443,0.298967,0.342757,0.255956,0.285636,0.230623,0.192621,0.192441,0.187269,0.013350,0.008774,0.029090,0.020892,0.037853,0.031695,0.033963,0.006244,0.017358,0.021879,0.024305,0.002927,0.012768,little
0.133104,0.023780,2.988093,0.232361,0.215653,0.836111,0.015232,0.194097,-29.591615,2.380098,0.291507,0.261942,0.000525,0.169098,-0.052595,-0.059248,-0.078861,0.003877,-0.107282,0.055755,0.043055,0.021763,0.004815,0.029004,0.023139,0.028883,0.019963,0.027121,0.001519,0.007140,0.015284,0.026833,0.002655,0.027198,0.114093,0.024678,0.422434,0.124894,0.046710,0.703743,0.013088,0.202454,4.168690,1.331979,0.811976,0.451691,0.390118,0.306674,0.299214,0.255842,0.284237,0.216325,0.192509,0.195494,0.182089,0.023588,0.007297,0.031903,0.034596,0.032717,0.024181,0.025838,0.002265,0.010824,0.014142,0.020113,0.004511,0.014526,little
0.104285,0.035086,2.964350,0.193000,0.198905,0.686524,0.020274,0.158234,-27.137767,2.742050,0.040756,0.264309,-0.027618,0.180452,-0.056930,-0.069970,-0.178735,-0.048969,-0.213030,-0.014036,0.074037,0.021227,0.004691,0.038800,0.038024,0.045026,0.016479,0.021488,0.005534,0.004541,0.008723,0.025689,0.003975,0.031396,0.101419,0.031261,0.439482,0.110024,0.048234,0.676150,0.018700,0.174836,3.799162,1.212137,0.857440,0.475815,0.489650,0.378738,0.298793,0.258095,0.249229,0.242538,0.199182,0.224393,0.215407,0.030521,0.007208,0.038562,0.043978,0.038602,0.024873,0.021403,0.010406,0.005808,0.012069,0.024830,0.006005,0.016781,little
0.129078,0.037218,3.008337,0.224432,0.216094,0.771616,0.021653,0.196750,-28.651919,2.595500,0.490077,0.186328,-0.062077,0.077431,-0.185707,-0.112469,-0.102289,0.072598,-0.089796,0.090098,0.019392,0.011383,0.005541,0.019756,0.013184,0.024900,0.022412,0.059511,0.002017,0.014221,0.023446,0.013755,0.002203,0.027420,0.091779,0.029753,0.389988,0.100738,0.033982,0.620506,0.018809,0.168250,2.729021,0.995637,0.831042,0.401874,0.365925,0.281075,0.353508,0.260411,0.338043,0.240744,0.220762,0.184220,0.207708,0.015589,0.009775,0.027042,0.017948,0.031379,0.028784,0.049862,0.003714,0.020735,0.019004,0.016327,0.003014,0.011893,little
0.121716,0.032034,3.028020,0.212741,0.215685,0.815595,0.020540,0.185727,-28.285250,2.499686,0.242008,0.204747,-0.127481,0.144901,-0.038819,-0.038047,-0.059193,-0.002990,-0.173103,0.018225,-0.076557,0.027683,0.004634,0.017442,0.008719,0.015813,0.007614,0.027736,0.002501,0.009284,0.040159,0.038092,0.003361,0.027293,0.108853,0.031215,0.397647,0.111218,0.041459,0.795070,0.020122,0.198525,3.676450,1.240438,0.852947,0.503337,0.401516,0.319276,0.299065,0.225279,0.266309,0.224457,0.227159,0.240530,0.256638,0.036856,0.006274,0.021781,0.014097,0.018580,0.009450,0.034578,0.004565,0.012254,0.039531,0.041649,0.004296,0.014642,little
0.142433,0.034649,3.095150,0.230447,0.214759,0.942583,0.016277,0.222691,-27.925860,2.216542,0.040614,0.129086,-0.493629,0.158596,-0.166383,-0.127042,-0.083890,-0.063447,-0.160499,-0.194540,-0.294930,0.057117,0.008658,0.025894,0.010369,0.008653,0.007448,0.028959,0.004805,0.004207,0.016273,0.030391,0.012040,0.029346,0.132565,0.039324,0.314907,0.130372,0.050662,0.947265,0.012992,0.246132,4.923202,1.115595,0.921019,0.422182,0.562022,0.317776,0.328415,0.244619,0.333449,0.245871,0.178913,0.245151,0.317187,0.063316,0.014555,0.042398,0.012022,0.008891,0.009016,0.038820,0.007567,0.004523,0.023304,0.036645,0.018173,0.019100,little
0.075933,0.049952,2.974556,0.177749,0.204164,0.641932,0.031064,0.122802,-27.719594,2.520912,0.151976,0.447126,-0.095824,0.205733,-0.178920,-0.096809,-0.136837,-0.109474,-0.322945,-0.160781,-0.178540,0.046126,0.003880,0.039989,0.032553,0.009924,0.006357,0.019313,0.002349,0.002694,0.021941,0.044478,0.004352,0.035779,0.058160,0.047290,0.492370,0.083859,0.044471,0.693699,0.043752,0.122522,4.870635,1.180480,0.826933,0.507253,0.386183,0.340042,0.338533,0.348875,0.330924,0.236418,0.279526,0.315121,0.282384,0.039269,0.005630,0.046165,0.046032,0.010442,0.007147,0.021246,0.005098,0.003092,0.028458,0.044913,0.006630,0.017961,little
0.128963,0.024314,2.970435,0.215519,0.209942,0.866414,0.021196,0.192470,-27.787150,2.421581,-0.029615,0.229056,-0.059564,0.109057,-0.124801,-0.083794,-0.078916,-0.083939,-0.234220,-0.104293,-0.122554,0.032494,0.004595,0.024220,0.013146,0.014678,0.009078,0.020280,0.003101,0.006534,0.026359,0.042067,0.005724,0.025766,0.114711,0.025235,0.470821,0.112466,0.045570,0.756207,0.017536,0.187642,3.665987,1.219295,0.913881,0.493083,0.396393,0.338981,0.297448,0.246259,0.286185,0.228166,0.245475,0.275189,0.279818,0.037764,0.006755,0.033102,0.016649,0.016197,0.013272,0.027905,0.005928,0.010376,0.031068,0.045251,0.009584,0.014368,little
0.120039,0.027797,2.895391,0.204192,0.205347,0.887751,0.024289,0.193167,-27.917258,2.375499,-0.004537,0.284192,-0.168932,0.223218,-0.124970,0.011217,-0.085742,0.013536,-0.165220,0.027431,-0.013685,0.021500,0.005408,0.016468,0.008060,0.021394,0.015752,0.035543,0.003029,0.008348,0.021105,0.036068,0.004320,0.025585,0.078679,0.031343,0.570307,0.087495,0.043894,0.644788,0.020450,0.147657,3.953494,1.142533,0.985108,0.458750,0.411820,0.361109,0.295688,0.258664,0.303984,0.236423,0.247210,0.206321,0.195437,0.029032,0.008370,0.017972,0.011345,0.027663,0.021478,0.041075,0.005232,0.013836,0.020684,0.038685,0.005855,0.012572,little
0.085106,0.058228,2.994059,0.207745,0.222966,0.524555,0.019194,0.123890,-28.100239,2.533816,0.788462,0.507780,-0.131291,0.180406,-0.209214,-0.088673,-0.040231,0.039630,-0.131844,-0.026850,0.018996,0.021295,0.002542,0.054806,0.037815,0.030166,0.009706,0.013308,0.000550,0.004248,0.007106,0.048731,0.003101,0.035612,0.115543,0.056166,0.437758,0.119993,0.045425,0.705602,0.015219,0.224412,5.064917,1.230866,0.668992,0.365236,0.448679,0.325468,0.345391,0.213322,0.279447,0.198187,0.214765,0.162021,0.187031,0.032848,0.003801,0.056971,0.059194,0.030779,0.015946,0.016555,0.000816,0.006886,0.007396,0.038979,0.007271,0.014723,little
0.107872,0.033703,3.004906,0.213590,0.226925,0.780370,0.019983,0.165775,-27.899516,2.442994,0.526600,0.394327,-0.086836,0.240669,-0.165808,0.001806,-0.098682,0.104564,-0.135242,0.133181,-0.002623,0.010358,0.002865,0.018377,0.007161,0.028662,0.011128,0.049861,0.002397,0.012067,0.034944,0.026127,0.002856,0.027353,0.093750,0.032305,0.448670,0.101924,0.039006,0.749846,0.023075,0.177362,4.262701,1.133156,0.781372,0.549346,0.393450,0.359787,0.366908,0.232007,0.281633,0.261550,0.221462,0.215116,0.250929,0.013486,0.004804,0.020305,0.006852,0.033465,0.015209,0.050785,0.004731,0.021297,0.029800,0.029591,0.006473,0.012871,little
0.159331,0.051133,3.017080,0.242683,0.210183,0.948971,0.021702,0.240361,-26.785456,2.297535,0.073058,0.081358,-0.053648,0.054034,-0.059376,-0.083813,-0.020010,-0.013678,-0.108748,0.010334,-0.130936,0.036767,0.004208,0.014718,0.007021,0.018748,0.008438,0.013050,0.001194,0.006836,0.035614,0.030094,0.004743,0.025679,0.161182,0.041733,0.496613,0.151149,0.047380,0.945754,0.019835,0.260890,4.381921,1.546147,0.995610,0.590042,0.387291,0.365714,0.359989,0.256113,0.291903,0.255472,0.286524,0.222758,0.239944,0.057475,0.006979,0.022573,0.010841,0.021371,0.013813,0.014192,0.001537,0.009605,0.046905,0.029633,0.007300,0.016990,little
0.108253,0.020283,2.963664,0.190826,0.192279,0.850752,0.016932,0.166306,-27.400978,2.273870,0.038341,0.116693,0.052140,0.148305,0.072788,-0.158099,0.000584,-0.121682,-0.068871,0.124800,-0.097705,0.017097,0.005271,0.033104,0.017201,0.036027,0.018087,0.028561,0.004788,0.007527,0.012951,0.026736,0.005613,0.025877,0.075609,0.023412,0.442422,0.074338,0.035416,0.622387,0.014202,0.131663,3.949183,1.140985,0.895003,0.486646,0.518347,0.383117,0.355961,0.271256,0.293691,0.228747,0.241500,0.222998,0.235082,0.020953,0.007737,0.038830,0.022757,0.038289,0.024870,0.029413,0.009334,0.010273,0.016929,0.029332,0.007108,0.014261,little
0.150428,0.015845,2.967382,0.239420,0.201051,1.028717,0.016113,0.230767,-28.239345,2.027819,0.512310,0.033876,0.010128,-0.042072,0.055352,-0.085023,0.085313,-0.100486,-0.079614,0.110096,-0.162096,0.019493,0.007780,0.026065,0.010928,0.028580,0.016768,0.033294,0.001785,0.005001,0.014126,0.029191,0.006024,0.025624,0.109190,0.015665,0.384996,0.111590,0.039149,0.678200,0.012876,0.186020,3.744673,1.146247,0.904835,0.524574,0.495245,0.393642,0.399554,0.282534,0.300536,0.280044,0.215895,0.265654,0.243210,0.033892,0.014326,0.031905,0.012292,0.033555,0.023201,0.037961,0.002860,0.007237,0.016664,0.036211,0.009748,0.013290,little
0.132850,0.017150,2.915184,0.221263,0.205991,1.032525,0.014812,0.200729,-28.719534,1.927653,0.302935,0.234553,-0.086558,0.156008,-0.003025,-0.127697,-0.011871,-0.042787,0.031799,0.045682,-0.060316,0.017229,0.005122,0.036019,0.013607,0.025367,0.016984,0.033157,0.003375,0.010378,0.013980,0.026558,0.004555,0.024176,0.104906,0.019821,0.478126,0.097940,0.037605,0.712808,0.011519,0.170645,3.218730,1.090566,0.839366,0.430856,0.409250,0.427849,0.380917,0.247703,0.268176,0.255611,0.217267,0.217142,0.189131,0.022072,0.007080,0.034817,0.018136,0.027059,0.023158,0.030385,0.006357,0.013889,0.019674,0.026551,0.004764,0.012148,little
0.148557,0.011752,2.934955,0.231753,0.200010,1.053133,0.014821,0.227605,-28.412887,2.012574,0.254048,0.129747,0.113507,0.080077,0.094232,-0.095654,0.037594,-0.077027,0.047567,0.085017,-0.135979,0.018894,0.004958,0.038553,0.012916,0.023216,0.012565,0.028703,0.003746,0.006990,0.013560,0.029108,0.005158,0.022969,0.121251,0.013538,0.411553,0.120869,0.039209,0.759275,0.010667,0.202405,3.454229,1.278441,0.963038,0.496403,0.498114,0.400040,0.341749,0.294656,0.309904,0.251670,0.207468,0.216754,0.204131,0.025402,0.006026,0.041643,0.018036,0.024988,0.016844,0.029800,0.007456,0.009485,0.016863,0.029965,0.006906,0.013672,little
0.119393,0.020690,2.935274,0.200600,0.194037,0.874172,0.018284,0.184386,-27.119564,2.307164,-0.021974,0.155534,0.051167,0.146728,0.056415,-0.122317,-0.022233,-0.068019,0.024639,0.058822,-0.127753,0.014901,0.004720,0.031724,0.014998,0.027104,0.014961,0.032691,0.004489,0.010296,0.018339,0.027144,0.005207,0.025859,0.105175,0.022367,0.449722,0.098054,0.038690,0.674282,0.015245,0.174008,3.793962,1.114964,0.921160,0.557770,0.504289,0.398914,0.375224,0.292542,0.289851,0.248317,0.231605,0.231914,0.242146,0.020038,0.006680,0.037353,0.020698,0.029803,0.021527,0.037419,0.008152,0.015975,0.022920,0.030503,0.007507,0.014584,little
0.130834,0.015098,2.911833,0.215284,0.200533,0.995405,0.012754,0.196986,-27.923467,1.857435,0.126068,0.252569,0.005278,0.110374,0.050011,-0.081494,0.041969,-0.062216,-0.051237,0.084719,-0.108686,0.016960,0.005305,0.035881,0.016494,0.032968,0.013014,0.028956,0.003464,0.005415,0.011539,0.028562,0.007988,0.024438,0.104975,0.016770,0.499100,0.103999,0.041432,0.711031,0.008666,0.168938,4.034739,1.246474,0.922382,0.504915,0.466770,0.433490,0.369090,0.274010,0.255235,0.228083,0.222377,0.251855,0.237109,0.024280,0.009044,0.041320,0.021910,0.036261,0.016773,0.027481,0.005297,0.006861,0.013341,0.028894,0.011637,0.013942,little
0.190353,0.025425,3.032898,0.275182,0.216288,1.415939,0.014385,0.322527,-29.081990,1.458148,0.128173,0.387468,-0.073027,-0.143656,0.133555,-0.079528,-0.068657,-0.263202,-0.420176,-0.053166,-0.186874,0.012300,0.005030,0.037669,0.035783,0.015756,0.006403,0.020636,0.001982,0.003400,0.007549,0.026729,0.003123,0.023344,0.122222,0.027979,0.371508,0.102985,0.035219,0.699031,0.012340,0.186493,3.916215,1.332536,0.951913,0.449436,0.404869,0.365469,0.251151,0.260958,0.341540,0.360570,0.235676,0.303866,0.222085,0.019767,0.010417,0.039373,0.035774,0.020530,0.009079,0.025124,0.002717,0.004718,0.009037,0.029710,0.003930,0.014505,little
0.117129,0.016136,2.987022,0.199407,0.186243,0.988351,0.018815,0.196861,-27.411059,1.863395,-0.228458,0.245145,0.049911,0.092686,-0.024632,-0.034773,-0.006167,-0.103891,0.012684,0.000357,-0.227252,0.023452,0.006831,0.022500,0.007330,0.020805,0.012370,0.035277,0.004457,0.006920,0.015993,0.025411,0.009602,0.024736,0.093573,0.018700,0.362525,0.088555,0.037318,0.616705,0.015290,0.148593,3.865554,1.300588,1.013352,0.512225,0.514821,0.428024,0.378745,0.310794,0.285607,0.259903,0.233428,0.284035,0.344150,0.031299,0.012263,0.029713,0.008963,0.035721,0.017994,0.046699,0.007738,0.010993,0.019861,0.031999,0.014371,0.014562,little
0.133746,0.020932,2.967602,0.217063,0.200232,0.919710,0.019066,0.191387,-28.300523,2.018023,0.267562,0.231673,0.012013,0.057649,-0.003212,-0.040049,-0.099279,-0.146751,-0.033599,-0.044787,-0.250162,0.020146,0.004295,0.044970,0.024169,0.023948,0.011025,0.024602,0.003583,0.007467,0.011396,0.033199,0.004737,0.027522,0.119210,0.021887,0.485068,0.112546,0.040776,0.751363,0.016187,0.198281,4.706791,1.334875,0.948571,0.505329,0.480617,0.398273,0.311895,0.282347,0.328479,0.250486,0.274205,0.264140,0.254644,0.027947,0.005701,0.052366,0.032176,0.026667,0.014665,0.027090,0.006272,0.014287,0.016026,0.038163,0.007923,0.015145,little
0.124228,0.015110,2.803182,0.207202,0.198093,0.919205,0.019442,0.186500,-28.843919,2.040120,-0.164220,0.100491,0.043909,0.167494,-0.010233,-0.132466,-0.074645,-0.272317,-0.160858,-0.165371,-0.280772,0.015868,0.008282,0.036548,0.025589,0.018803,0.012079,0.029741,0.003370,0.007896,0.008290,0.030878,0.004817,0.023991,0.083492,0.019594,0.535593,0.088614,0.034786,0.567668,0.013007,0.153632,4.992323,0.948961,0.968570,0.522624,0.512026,0.479581,0.314408,0.314224,0.278210,0.263735,0.368769,0.350549,0.368437,0.022199,0.014083,0.037187,0.033302,0.024585,0.016063,0.038653,0.004579,0.011911,0.009017,0.035609,0.007139,0.013011,little
0.099632,0.023137,2.862713,0.190504,0.197210,0.779190,0.017339,0.154724,-28.181105,2.411288,-0.130446,0.240974,-0.117420,0.083489,0.081135,0.001649,0.015507,-0.074013,-0.092097,-0.017303,-0.133138,0.015739,0.006547,0.027976,0.015732,0.023292,0.016183,0.057910,0.002565,0.005198,0.015334,0.035753,0.007349,0.029458,0.079186,0.025314,0.519849,0.084566,0.040220,0.592019,0.012022,0.157123,4.441427,1.000990,0.903369,0.591357,0.471607,0.415268,0.348995,0.300196,0.258836,0.257721,0.225891,0.262087,0.264594,0.018454,0.011431,0.029441,0.023562,0.027416,0.020800,0.066503,0.004289,0.006777,0.020475,0.035435,0.010143,0.018221,little
